City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Dunedin,NZ,-45.8742,170.5036,56.8,66,92,1.01,overcast clouds
453,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,92.3,38,60,1.03,broken clouds
454,Krasnaya Gorka,RU,55.1962,56.6673,31.59,73,99,4.21,overcast clouds
455,Quarai,BR,-30.3875,-56.4514,84.04,28,0,4.5,clear sky
456,Biloela,AU,-24.4167,150.5,69.31,44,83,5.1,broken clouds
457,Okhotsk,RU,59.3833,143.3,23.63,59,100,5.46,overcast clouds
458,Guaruja,BR,-23.9931,-46.2564,78.84,73,100,5.99,overcast clouds
459,Ucluelet,CA,48.9329,-125.5528,52.11,94,55,6.13,broken clouds
460,Brockville,CA,44.5834,-75.6826,55.15,49,64,5.01,broken clouds
461,Shimoda,JP,34.6667,138.95,57.11,72,12,7.54,few clouds
462,Petatlan,MX,17.5167,-101.2667,89.4,69,78,6.55,broken clouds
463,Kolosovka,RU,56.4678,73.611,28.13,93,100,13.15,light snow
464,Bonnyville,CA,54.2668,-110.735,53.31,31,100,17.6,overcast clouds
465,Severnoye,RU,56.3491,78.3619,27.37,86,100,15.32,overcast clouds
466,Talara,PE,-4.5772,-81.2719,70.56,68,0,13.8,clear sky
467,Shirokiy,RU,49.758,129.523,26.91,55,0,2.68,clear sky
468,Pacific Grove,US,36.6177,-121.9166,67.64,67,0,8.01,clear sky
469,Marshfield,US,44.6689,-90.1718,59.2,41,0,8.05,clear sky
470,Shitanjing,CN,39.2342,106.3439,46.58,84,96,1.9,overcast clouds
471,Catuday,PH,16.2923,119.8062,80.69,80,99,15.28,moderate rain
472,Biu,NG,10.6129,12.1946,74.34,29,69,6.6,broken clouds
473,Sterling,US,39.0062,-77.4286,59.79,62,100,8.05,overcast clouds
474,Aguimes,ES,27.9054,-15.4461,72.23,88,0,9.22,clear sky
475,Macenta,GN,8.5435,-9.471,73.62,79,100,1.19,overcast clouds
476,San Rafael,AR,-34.6177,-68.3301,86.07,9,98,4.23,overcast clouds
477,Avera,US,33.194,-82.5271,74.71,43,100,10.47,overcast clouds
478,Aripuana,BR,-9.1667,-60.6333,79.72,84,99,5.59,overcast clouds
479,Sibolga,ID,1.7427,98.7792,75.49,89,100,2.24,overcast clouds
480,Darhan,MN,49.4867,105.9228,38.57,47,99,1.74,overcast clouds
481,Maceio,BR,-9.6658,-35.7353,80.04,73,20,11.5,few clouds
482,Baie-Saint-Paul,CA,47.4411,-70.4986,51.06,67,6,15.01,clear sky
483,Guerrero Negro,MX,27.9769,-114.0611,78.08,41,87,9.1,overcast clouds
484,Praia Da Vitoria,PT,38.7333,-27.0667,59.76,67,0,8.86,clear sky
485,Basco,PH,20.4487,121.9702,79.93,83,100,33.11,overcast clouds
486,Ixtapa,MX,20.7,-105.2,86.23,61,0,6.91,clear sky
487,Muzhi,RU,65.3667,64.6667,22.44,80,4,10.65,clear sky
488,Qui Nhon,VN,13.7667,109.2333,74.3,90,100,14.18,overcast clouds
489,Chuy,UY,-33.6971,-53.4616,77.52,51,0,8.68,clear sky
490,Haverfordwest,GB,51.8017,-4.9691,60.55,90,97,4.0,overcast clouds
491,Muros,ES,42.7762,-9.0603,64.09,88,100,20.94,light rain
492,Madisonville,US,37.3281,-87.4989,72.95,48,78,1.99,broken clouds
493,Sobolevo,RU,54.4299,31.8996,45.19,97,100,6.15,overcast clouds
494,Beba,CU,22.4437,-79.7253,84.47,61,25,12.06,scattered clouds
495,Selma,US,36.5708,-119.6121,75.34,32,0,0.0,clear sky
496,Borba,BR,-4.3878,-59.5939,89.06,57,100,1.95,heavy intensity rain
497,Deer Lake,CA,49.1667,-57.4316,42.03,62,6,12.17,clear sky
498,Parrita,CR,9.5201,-84.3225,82.36,75,22,6.53,few clouds
499,Mount Gambier,AU,-37.8333,140.7667,49.57,78,100,6.67,overcast clouds
500,Batagay,RU,67.6333,134.6333,12.0,96,100,4.61,light snow
501,Mpika,ZM,-11.8343,31.4529,70.36,30,4,7.85,clear sky
502,Dwarka,IN,22.2394,68.9678,80.42,65,0,10.4,clear sky
503,Abha,SA,18.2164,42.5053,57.45,94,0,0.0,clear sky
504,Beringovskiy,RU,63.05,179.3167,12.31,83,76,18.3,broken clouds
505,Lorengau,PG,-2.0226,147.2712,80.42,82,100,5.48,overcast clouds
506,Tilichiki,RU,60.4667,166.1,7.11,88,54,7.05,broken clouds
507,Riacho De Santana,BR,-13.6092,-42.9389,91.74,23,91,4.52,overcast clouds
508,Nobeoka,JP,32.5833,131.6667,58.68,84,0,7.81,clear sky
509,Gravdal,NO,68.1214,13.5031,40.89,100,75,2.3,light intensity drizzle
510,Liberal,US,37.0431,-100.921,61.84,58,75,6.91,broken clouds
511,Kibala,TD,9.1104,18.3463,79.38,51,100,1.59,overcast clouds
512,Baruun-Urt,MN,46.6806,113.2792,30.61,33,37,3.2,scattered clouds
513,Villamontes,BO,-21.25,-63.5,100.56,21,0,13.42,clear sky
514,Clyde River,CA,70.4692,-68.5914,13.1,85,100,20.56,overcast clouds
515,Nipawin,CA,53.3668,-104.0009,46.65,54,100,7.78,overcast clouds
516,Aleksandrovskoye,RU,44.7142,43.0008,47.35,80,93,9.57,overcast clouds
517,Pangkalanbuun,ID,-2.6833,111.6167,72.95,97,100,1.36,overcast clouds
518,Abbeville,FR,50.1,1.8333,57.49,89,100,0.63,overcast clouds
519,Enid,US,36.3956,-97.8784,64.56,51,100,14.97,overcast clouds
520,Rakai,UG,-0.72,31.4839,63.93,75,55,4.76,broken clouds
521,Kalamare,BW,-22.9337,26.5703,75.63,46,17,6.98,few clouds
522,Sinnamary,GF,5.3833,-52.95,83.17,74,16,10.36,few clouds
523,Harper,LR,4.375,-7.7169,77.68,88,58,4.32,light rain
524,Byron Bay,AU,-28.65,153.6167,62.94,65,0,5.3,clear sky
525,Faya,SA,18.3851,42.4509,57.72,61,17,2.01,few clouds
526,Rio Gallegos,AR,-51.6226,-69.2181,48.25,29,40,36.82,scattered clouds
527,Tshikapa,CD,-6.4167,20.8,71.74,97,100,5.66,moderate rain
528,Aiquile,BO,-18.2041,-65.1807,80.11,30,15,20.29,few clouds
529,Nouadhibou,MR,20.931,-17.0347,73.15,68,4,18.61,clear sky
530,Dortyol,TR,36.8616,36.2289,68.88,44,7,1.34,clear sky
531,Kanniyakumari,IN,8.0833,77.5667,79.57,76,99,7.36,overcast clouds
532,Luau,AO,-10.7073,22.2247,70.47,77,100,6.76,overcast clouds
533,Hanzhong,CN,33.0728,107.0303,53.04,88,99,1.36,overcast clouds
534,Troy,US,42.6056,-83.1499,61.43,53,0,5.75,clear sky
535,Lata,PT,40.1629,-8.3327,69.82,68,86,6.71,overcast clouds
536,Alpena,US,45.0617,-83.4327,57.45,65,0,8.05,clear sky
537,Volchansk,RU,59.9378,60.081,26.2,91,76,2.19,broken clouds
538,Malatya,TR,38.5,38.0,53.65,33,0,6.91,clear sky
539,Tazovskiy,RU,67.4667,78.7,21.38,93,83,15.86,broken clouds
540,Leningradskiy,RU,69.3833,178.4167,9.27,93,100,15.93,overcast clouds
541,Kyzyl-Suu,KG,42.3414,78.0056,38.95,55,9,7.09,clear sky
542,Dingle,PH,10.9995,122.6711,75.85,97,100,21.72,moderate rain
543,Russell,US,32.3502,-85.1999,76.15,50,100,6.91,overcast clouds
544,Port-Gentil,GA,-0.7193,8.7815,75.16,100,100,3.44,thunderstorm with light rain
545,Tukrah,LY,32.5341,20.5791,69.55,58,0,22.28,clear sky
546,Road Town,VG,18.4167,-64.6167,86.09,74,40,9.22,scattered clouds
547,Abnub,EG,27.2696,31.1511,74.1,46,0,10.36,clear sky
548,Aklavik,CA,68.2191,-135.0107,12.42,95,100,6.53,light snow
549,Kruisfontein,ZA,-34.0033,24.7314,60.89,76,99,17.98,overcast clouds
550,De-Kastri,RU,51.4667,140.7833,30.79,82,5,2.91,clear sky
551,Aleksandrov Gay,RU,50.147,48.5704,37.87,95,100,10.56,light rain
552,Flores,GT,16.9226,-89.8994,88.52,46,61,2.98,broken clouds
553,Xixiang,CN,35.1628,112.865,57.29,70,100,3.31,overcast clouds
554,Horsham,GB,51.064,-0.3272,55.56,90,0,2.3,clear sky
555,Castrillon,ES,43.3979,-6.7922,65.17,71,100,9.8,overcast clouds
556,Veraval,IN,20.9,70.3667,78.73,61,0,6.13,clear sky
557,Santiago,CL,-33.4569,-70.6483,82.29,31,75,16.11,broken clouds
558,Miri,MY,4.4148,114.0089,76.3,92,99,7.05,overcast clouds
559,Honningsvag,NO,70.9821,25.9704,38.95,81,100,14.97,overcast clouds
560,Rawah,IQ,34.4816,41.9093,70.72,30,0,8.93,clear sky
561,Bergen,NO,60.392,5.328,56.16,94,75,19.57,light intensity drizzle
562,Santa Cruz De La Palma,ES,28.6835,-17.7642,78.13,88,0,3.44,clear sky
563,Berlin,DE,52.5244,13.4105,66.18,80,0,8.99,clear sky
564,Asau,RO,46.4333,26.4,43.72,79,87,5.44,overcast clouds
565,Ajdabiya,LY,30.7554,20.2263,71.01,60,0,6.93,clear sky
566,Masyaf,SY,35.0653,36.3406,66.56,50,3,1.36,clear sky
567,Yiyang,CN,28.5892,112.3283,58.15,95,100,6.13,overcast clouds
568,Prince George,CA,53.9166,-122.753,46.26,55,100,1.99,overcast clouds
569,Portland,US,45.5234,-122.6762,54.05,94,100,5.75,light rain
570,Graham,US,47.0529,-122.2943,55.69,83,40,4.61,scattered clouds
571,Kalabo,ZM,-14.97,22.6814,77.11,44,100,4.38,light rain
572,Anloga,GH,5.7947,0.8973,81.01,80,100,9.06,light rain
573,Vanimo,PG,-2.6741,141.3028,79.97,82,100,5.35,overcast clouds
574,Lavrentiya,RU,65.5833,-171.0,19.35,71,92,7.58,overcast clouds
575,Kasempa,ZM,-13.4584,25.8338,75.88,33,93,2.86,overcast clouds
576,Bulgan,MN,48.8125,103.5347,30.31,84,100,1.79,overcast clouds
577,Kankon,IN,15.0167,74.0167,76.8,65,93,4.25,overcast clouds
578,Yumen,CN,40.2833,97.2,43.81,40,0,5.91,clear sky
579,Matara,LK,5.9485,80.5353,76.33,84,10,4.16,clear sky
580,Amurrio,ES,43.05,-3.0,72.12,58,93,6.58,overcast clouds
581,Tooele,US,40.5308,-112.2983,53.22,50,0,6.91,clear sky
582,Ahipara,NZ,-35.1667,173.1667,65.17,89,98,12.48,overcast clouds
583,Kristiansund,NO,63.1115,7.732,52.45,93,75,4.61,light rain
584,Fort-Shevchenko,KZ,44.5086,50.263,55.51,69,84,19.69,broken clouds
585,Novovarshavka,RU,54.1721,74.6946,25.05,83,99,13.22,overcast clouds
586,Narrabri,AU,-30.3167,149.7833,53.53,93,0,4.03,light rain
587,Benghazi,LY,32.1167,20.0667,70.59,61,0,21.94,clear sky
588,Mangan,IN,27.5167,88.5333,61.5,55,0,6.46,clear sky
589,Komsomolskiy,UZ,40.4272,71.7189,52.52,76,85,4.61,overcast clouds
590,Springbok,ZA,-29.6643,17.8865,65.59,42,93,3.49,overcast clouds
591,Araouane,ML,18.9048,-3.5265,80.01,10,0,10.78,clear sky
592,Formosa,AR,-26.1775,-58.1781,87.78,55,75,5.75,broken clouds
593,Hualmay,PE,-11.0964,-77.6139,67.12,70,9,10.6,clear sky
594,Alzamay,RU,55.5562,98.6644,34.3,70,100,8.39,overcast clouds
595,Marzuq,YE,14.4,46.4667,65.75,45,0,1.97,clear sky
596,Dzhebariki-Khaya,RU,62.2167,135.8,22.48,95,100,10.27,light snow
597,Laredo,US,27.5064,-99.5075,79.09,21,0,18.41,clear sky
598,San Juan Del Sur,NI,11.2529,-85.8705,83.34,69,14,13.38,few clouds
599,Mangai,CD,-4.05,19.5333,69.89,94,99,2.42,overcast clouds
600,Paris,FR,48.8534,2.3488,67.1,84,0,3.44,clear sky
601,Vestmannaeyjar,IS,63.4427,-20.2734,42.42,77,12,8.19,few clouds
602,Paamiut,GL,61.994,-49.6678,35.02,96,100,15.86,snow
603,Coquimbo,CL,-29.9533,-71.3436,58.73,77,40,11.5,scattered clouds
604,Raga,SS,8.4596,25.678,77.11,46,100,1.03,overcast clouds
605,Igrim,RU,63.1906,64.4162,23.52,91,6,4.72,clear sky
606,Hobyo,SO,5.3505,48.5268,79.77,77,5,10.49,clear sky
607,Atasu,KZ,48.6814,71.6433,23.99,68,19,5.44,few clouds
608,Nioro,GM,13.35,-15.75,81.97,61,100,4.76,overcast clouds
609,Lisakovsk,KZ,52.5369,62.4936,15.94,86,34,6.58,scattered clouds
610,Maldonado,UY,-34.6667,-54.9167,76.39,54,100,1.1,overcast clouds
611,Khanpur,PK,28.6453,70.6567,76.68,30,6,8.3,clear sky
612,Quatre Cocos,MU,-20.2078,57.7625,74.08,76,77,9.86,light rain
613,Point Pedro,LK,9.8167,80.2333,79.61,77,35,8.03,scattered clouds
614,Chongwe,ZM,-15.3292,28.682,75.54,38,9,4.41,clear sky
615,Uyar,RU,55.81,94.3153,28.98,81,57,12.53,broken clouds
616,Nelson Bay,AU,-32.7167,152.15,63.0,66,0,7.0,clear sky
617,Morondava,MG,-20.2833,44.2833,79.23,77,37,15.73,scattered clouds
618,Atar,MR,20.5169,-13.0499,89.51,15,0,11.63,clear sky
619,Rodrigues Alves,BR,-7.738,-72.6509,78.21,93,100,4.03,overcast clouds
620,Ciudad Bolivar,VE,8.1222,-63.5497,86.41,56,100,5.57,overcast clouds
621,Kyra,RU,49.5776,111.9753,26.78,67,89,1.77,overcast clouds
622,Kinkala,CG,-4.3614,14.7644,71.89,93,100,3.58,light rain
623,Bastia,FR,42.6667,9.3333,64.29,73,0,5.75,clear sky
624,Moron,AR,-34.6534,-58.6198,92.98,24,78,10.74,broken clouds
625,Hadejia,NG,12.4498,10.0444,81.91,19,95,7.61,overcast clouds
626,Villa Union,MX,23.2,-106.2333,85.96,62,0,4.61,clear sky
627,Weihai,CN,37.5017,122.1136,54.36,52,1,7.96,clear sky
628,Uyuni,BO,-20.4597,-66.825,60.12,4,0,15.08,clear sky
629,Saint Anthony,US,45.0205,-93.218,63.77,43,0,12.66,clear sky
630,Dinar,TR,38.065,30.1656,53.56,58,56,6.85,broken clouds
631,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,80,0,6.71,clear sky
632,Kamakhyanagar,IN,20.9333,85.55,68.02,70,0,0.72,clear sky
633,Slonim,BY,53.0867,25.3219,50.45,94,35,6.22,scattered clouds
634,Iqaluit,CA,63.7506,-68.5145,20.01,88,100,39.24,snow
635,Bartica,GY,6.4,-58.6167,89.92,53,64,4.36,broken clouds
636,Batticaloa,LK,7.7102,81.6924,77.38,76,26,2.86,scattered clouds
637,Albania,AL,41.0,20.0,63.39,47,0,5.14,clear sky
638,Zacapu,MX,19.8333,-101.7167,79.59,37,4,2.19,clear sky
639,Kenai,US,60.5544,-151.2583,23.14,85,0,0.0,clear sky
640,Santa Fe,AR,-31.6333,-60.7,93.02,22,0,17.0,light rain
641,Bardsir,IR,29.9227,56.5743,60.39,24,99,5.41,overcast clouds
642,Corinto,GR,37.9407,22.9573,66.88,59,0,6.91,clear sky
643,San Pedro De Macoris,DO,18.4616,-69.2972,84.81,74,73,7.49,broken clouds
644,Requena,ES,39.4883,-1.1004,57.52,74,100,4.56,overcast clouds
645,San Pelayo,CO,8.9583,-75.8363,86.43,65,46,7.87,scattered clouds
646,Turukhansk,RU,65.8167,87.9833,19.72,93,100,16.06,light snow
647,Puerto Madero,MX,14.7208,-92.4215,88.0,74,75,11.5,broken clouds
648,Nuuk,GL,64.1835,-51.7216,36.21,93,100,27.63,light snow
649,Sinazongwe,ZM,-17.2614,27.4618,80.74,48,11,2.04,few clouds
650,Yarim,YE,14.298,44.3779,52.81,32,0,5.37,clear sky
651,Pakaur,IN,24.6333,87.85,68.94,58,0,3.65,clear sky
652,Rehoboth,NA,-23.3167,17.0833,78.44,12,0,13.06,clear sky
653,Ahar,IR,38.4774,47.0699,47.12,66,57,4.85,broken clouds
654,Maarianhamina,AX,60.0973,19.9348,53.46,94,100,3.44,overcast clouds
655,Gold Coast,AU,-28.0,153.4333,69.01,76,0,2.3,clear sky
656,Pangnirtung,CA,66.1451,-65.7125,23.27,78,92,8.32,overcast clouds
657,Champerico,GT,14.3,-91.9167,90.14,71,10,6.85,light rain
658,Sechura,PE,-5.5569,-80.8222,73.38,61,57,14.63,broken clouds
659,Sidney,AU,-33.8679,151.2073,62.28,57,20,9.22,few clouds
660,Saint-Augustin,CA,51.226,-58.6502,43.74,40,3,17.16,clear sky
661,Port Arthur,CN,38.8,121.2667,43.02,50,34,15.5,scattered clouds
662,Christchurch,NZ,-43.5333,172.6333,68.47,72,75,6.91,broken clouds
663,Usinsk,RU,65.9939,57.5281,14.2,97,76,7.36,broken clouds
664,Saint-Joseph,RE,-21.3667,55.6167,68.38,79,20,8.23,few clouds
665,Umm Lajj,SA,25.0213,37.2685,79.92,58,6,9.08,clear sky
666,Antalaha,MG,-14.9003,50.2788,68.68,88,7,3.56,clear sky
667,Glendive,US,47.1053,-104.7125,57.18,37,0,11.5,clear sky
668,Ojinaga,MX,29.5667,-104.4167,68.58,37,0,12.66,clear sky
669,Joshimath,IN,30.5667,79.5667,52.07,27,0,7.78,clear sky
670,Kudymkar,RU,59.0173,54.656,32.38,98,100,6.82,light snow
671,Huron,US,41.1501,-82.5499,59.52,55,100,7.02,overcast clouds
672,Aasiaat,GL,68.7098,-52.8699,34.54,99,100,9.37,snow
673,Ostersund,SE,63.1792,14.6357,48.65,81,100,11.5,overcast clouds
674,Sabzevar,IR,36.2126,57.6819,63.21,38,46,6.58,scattered clouds
675,Ziarat,PK,30.3823,67.7282,50.11,20,66,6.96,broken clouds
676,Dongzhen,CN,22.3797,110.9389,69.1,70,6,4.45,clear sky
677,Amahai,ID,-3.3333,128.9167,79.05,85,100,2.08,overcast clouds
678,Arman,RU,59.7,150.1667,18.1,58,93,5.35,overcast clouds
679,Wewak,PG,-3.5534,143.6268,78.33,87,100,7.27,overcast clouds
680,Laguna,US,38.421,-121.4238,74.08,35,0,4.61,clear sky
